subfamily,tip_label,male_MW,male_ML,queen_MW,queen_ML,colony_size,queen_number_continuous,caste_number
Myrmicinae,Acanthomyrmex.ferox,0.884615385,1.178571429,1.647887324,2.112676056,53,NA,2
Dorylinae,Acanthostichus.kirbyi,1.103448,2.068966,0.739130435,1.772727273,NA,NA,NA
Myrmicinae,Acromyrmex.disciger,1.542857143,2.454545455,1.53125,2.644067797,NA,NA,NA
Myrmicinae,Acromyrmex.versicolor,1.695652174,2.842105263,1.483333333,3.037735849,10000,NA,NA
Myrmicinae,Acromyrmex.volcanus,2.058823529,3.421052632,2.48,4.5,16300,NA,NA
Formicinae,Acropyga.epedana,0.409090909,0.592857143,0.484210526,0.82967033,NA,NA,NA
Formicinae,Acropyga.goeldii,0.642857143,0.972222222,0.645833333,1.047169811,NA,NA,NA
Formicinae,Acropyga.myops,0.716216216,1.013157895,0.817307692,1.163461538,NA,NA,NA
Formicinae,Acropyga.panamensis,0.514285714,0.777777778,0.4875,1,NA,NA,NA
Myrmicinae,Adelomyrmex.laevigatus,0.5375,0.833333333,0.452631579,0.747368421,NA,NA,NA
Myrmicinae,Adelomyrmex.paratristani,0.4375,0.925,0.547619048,0.818897638,NA,NA,NA
Myrmicinae,Adelomyrmex.silvestrii,0.37254902,0.617647059,0.376923077,0.531496063,NA,NA,NA
Myrmicinae,Adelomyrmex.tristani,0.423076923,0.5875,0.506756757,0.797297297,NA,NA,NA
Amblyoponinae,Adetomyrma.goblin,0.545454545,0.784615385,0.438596491,0.993055556,NA,NA,NA
Myrmicinae,Allomerus.octoarticulatus,1.078947368,2.055555556,1.120879121,2.117647059,116,1.1,1
Amblyoponinae,Amblyopone.aberrans,0.98,1.935,1.107142857,2.092592593,NA,NA,NA
Amblyoponinae,Amblyopone.clarki,1,2.046511628,1.160714286,2.666666667,NA,NA,NA
Ponerinae,Anochetus.bequaerti,0.882352941,1.923076923,0.75,1.981818182,84,NA,1
Ponerinae,Anochetus.bytinskii,1.111111111,2,0.683333333,1.965517241,NA,NA,NA
Ponerinae,Anochetus.grandidieri,0.716666667,1.25,0.471698113,1,NA,NA,NA
Ponerinae,Anochetus.katonae,0.767857143,1.328125,0.918367347,2.038461538,84,NA,1
Ponerinae,Anochetus.madagascarensis,1.057142857,1.8,0.914893617,2,NA,NA,NA
Ponerinae,Anochetus.mixtus,1.382716049,2.493333333,1.388059701,3.125,NA,NA,NA
Ponerinae,Anochetus.pattersoni,0.976744186,1.772727273,0.757575758,1.880597015,NA,NA,NA
Ponerinae,Anochetus.pubescens,0.622641509,1.333333333,0.615384615,1.452054795,NA,NA,NA
Formicinae,Anoplolepis.nuptialis,1.793103448,3.125,2.242424242,4,NA,NA,NA
Myrmicinae,Aphaenogaster.ashmeadi,1.139784946,1.929577465,1.62745098,2.649122807,218.5,NA,1
Myrmicinae,Aphaenogaster.carolinensis,0.703703704,1.409090909,1.325842697,2.045454545,NA,1,1
Myrmicinae,Aphaenogaster.floridana,0.952380952,1.845238095,1.542372881,3,116.5,NA,1
Myrmicinae,Aphaenogaster.fulva,0.856060606,1.515151515,1.323076923,2.235294118,281,NA,1
Myrmicinae,Aphaenogaster.gibbosa,0.8,1.754385965,1.265625,2.541666667,400,NA,1
Myrmicinae,Aphaenogaster.gonacantha,1.270833333,2.854166667,1.5,3.585365854,NA,NA,NA
Myrmicinae,Aphaenogaster.graeca,1.111111111,2.011111111,1.525423729,2.533333333,NA,NA,NA
Myrmicinae,Aphaenogaster.honduriana,0.605263158,1.34,0.663265306,1.534090909,NA,NA,NA
Myrmicinae,Aphaenogaster.huachucana,0.973333333,1.920792079,1.486486486,2.475728155,NA,NA,NA
Myrmicinae,Aphaenogaster.lamellidens,0.966101695,1.833333333,1.314285714,2.588235294,300,NA,1
Myrmicinae,Aphaenogaster.occidentalis,1.020833333,1.846938776,1.355932203,2.322033898,NA,NA,NA
Myrmicinae,Aphaenogaster.sporadis,0.783018868,1.79245283,0.895833333,1.824742268,NA,NA,NA
Myrmicinae,Aphaenogaster.subterranea,0.887850467,1.728971963,1.387755102,2.155172414,2000,NA,1
Myrmicinae,Aphaenogaster.swammerdami,1.634782609,2.886956522,2.720930233,4.367816092,NA,NA,NA
Myrmicinae,Aphaenogaster.tennesseensis,0.956521739,1.694915254,0.88172043,1.817204301,NA,NA,NA
Myrmicinae,Aphaenogaster.tinauti,1.095890411,2.379746835,0.916666667,2.243243243,NA,NA,NA
Myrmicinae,Aphaenogaster.torossiani,1.281690141,2.426666667,1.340425532,3,NA,NA,NA
Myrmicinae,Aphaenogaster.treatae,0.893617021,1.791666667,1.550561798,2.409836066,654,NA,1
Apomyrminae,Apomyrma.stygia,0.308510638,0.818181818,0.350877193,0.9921875,64.75,15,1
Myrmicinae,Apterostigma.dentigerum,0.8125,1.613636364,0.961538462,2.396551724,104.33,NA,1
Myrmicinae,Apterostigma.pilosum,0.6875,1.205882353,0.719512195,1.375,NA,NA,1
Myrmicinae,Atta.mexicana,3.857142857,5.586206897,2.926829268,6.153846154,NA,NA,NA
Myrmicinae,Atta.vollenweideri,4.634146341,5.169491525,6.704545455,8.521126761,5500000,NA,3
Dolichoderinae,Azteca.alfari,0.65625,1.230769231,1.428571429,2.727272727,NA,NA,NA
Dolichoderinae,Azteca.andreae,0.78125,1.265625,1.028571429,1.898305085,NA,NA,NA
Dolichoderinae,Azteca.angusticeps,0.602941176,0.796875,0.835820896,1.837837838,NA,NA,NA
Dolichoderinae,Azteca.aragua,1.219512195,1.75,1.046511628,3.125,NA,NA,NA
Dolichoderinae,Azteca.tonduzi,0.671875,0.921052632,1.138461538,2.1875,NA,NA,NA
Myrmicinae,Basiceros.scambognathus,1.025,1.710526316,1.038961039,1.418181818,NA,NA,NA
Dolichoderinae,Bothriomyrmex.decapitans,0.642857143,0.8625,1.054347826,1.279069767,NA,NA,NA
Dolichoderinae,Bothriomyrmex.meridionalis,0.584615385,0.9125,0.57,1.026785714,NA,NA,1
Dolichoderinae,Bothriomyrmex.modestus,0.52,0.840909091,0.36,0.709876543,NA,NA,NA
Dolichoderinae,Bothriomyrmex.pubens,0.611111111,0.892857143,0.68,1.072916667,NA,NA,NA
Dolichoderinae,Bothriomyrmex.syrius,0.524390244,0.804347826,0.625,1.162790698,NA,NA,NA
Dolichoderinae,Bothriomyrmex.urartus,0.5,0.987804878,0.466666667,0.833333333,NA,NA,NA
Ponerinae,Bothroponera.cambouei,1.307692308,2.346153846,1.470588235,3.258064516,NA,NA,NA
Ponerinae,Bothroponera.perroti,1.807692308,3.52,2.19047619,4.545454545,NA,NA,NA
Ponerinae,Bothroponera.pumicosa_sculpturata,1.891891892,3.611111111,2.1875,4.074074074,NA,NA,NA
Ponerinae,Bothroponera.wasmannii,1.387755102,2.903225806,1.76119403,3.345454545,NA,NA,NA
Formicinae,Brachymyrmex.coactus,0.847826087,1.125,0.811764706,1.15942029,NA,NA,NA
Formicinae,Brachymyrmex.cordemoyi,0.53125,0.65625,0.827272727,1.35106383,NA,NA,NA
Formicinae,Brachymyrmex.depilis,0.492857143,0.630769231,0.613207547,1.136363636,111,1,NA
Formicinae,Brachymyrmex.heeri,0.462025316,0.533,0.784090909,1.111111111,NA,NA,NA
Ponerinae,Brachyponera.karawaiewi,1.25,2.878787879,0.967213115,2.118644068,NA,NA,NA
Ponerinae,Brachyponera.obscurans,0.775,1.5,0.729166667,1.41025641,NA,NA,NA
Ponerinae,Brachyponera.sennaarensis,1.333333333,2.294117647,1.364705882,2.622222222,1082,2.14,2
Formicinae,Camponotus.aethiops,1.647058824,2.558823529,2.269230769,4.097560976,1850,NA,1
Formicinae,Camponotus.anthrax,1.586206897,2.454545455,1.805555556,3.52,NA,NA,NA
Formicinae,Camponotus.armstrongi,1.418181818,1.977272727,2.466666667,4,NA,NA,NA
Formicinae,Camponotus.atriceps,1.512195122,2.6,2.867924528,4.486486486,NA,NA,2
Formicinae,Camponotus.auropubens,1,2.305555556,1.733333333,3.811320755,NA,NA,NA
Formicinae,Camponotus.bakeri,1.952380952,2.025641026,1.590361446,3.161290323,NA,NA,NA
Formicinae,Camponotus.bellus,0.793103448,1.285714286,1.163265306,2.322580645,NA,NA,NA
Formicinae,Camponotus.castaneus,2,3.872340426,1.797101449,6.048780488,350,NA,1
Formicinae,Camponotus.christi,1.294117647,2.3125,2,3.65625,NA,NA,NA
Formicinae,Camponotus.cinctellus,1.831683168,3.465909091,2.24137931,4.640522876,NA,NA,NA
Formicinae,Camponotus.clarithorax,1.928571429,2.724137931,1.725,3.573770492,NA,NA,NA
Formicinae,Camponotus.cuauhtemoc,1.62962963,2.416666667,2.048192771,3.420289855,NA,NA,NA
Formicinae,Camponotus.descarpentriesi,1.909090909,2.551724138,2.52,7.894736842,NA,NA,NA
Formicinae,Camponotus.dromedarius,1.166666667,2.551724138,1.15942029,2.5,NA,NA,NA
Formicinae,Camponotus.dufouri,2.046511628,4.292682927,2.611111111,5.513513514,NA,NA,NA
Formicinae,Camponotus.dumetorum,1.681818182,3.136363636,2.62962963,4.1875,NA,NA,NA
Formicinae,Camponotus.edmondi,1.363636364,2.21875,1.666666667,2.791666667,NA,NA,NA
Formicinae,Camponotus.emarginatus,0.8,1.576923077,1.225,2.545454545,NA,NA,NA
Formicinae,Camponotus.essigi,1.986486486,2.532467532,1.511111111,3.263157895,NA,NA,NA
Formicinae,Camponotus.fallax,1.428571429,3.720930233,1.666666667,3.35483871,NA,NA,NA
Formicinae,Camponotus.festinatus,1.363636364,2.9,1.915789474,4.285714286,3000,1.25,2
Formicinae,Camponotus.floridanus,1.735849057,2.903225806,2.791666667,4.857142857,10000,1,2
Formicinae,Camponotus.gibber,1.5,2.184210526,2.205882353,4.096774194,NA,NA,NA
Formicinae,Camponotus.gouldi,2.315789474,4.1875,4.00862069,8.043478261,NA,NA,NA
Formicinae,Camponotus.grandidieri,1.25,2.333333333,0.711711712,1.489583333,NA,NA,NA
Formicinae,Camponotus.hildebrandti,1.681818182,2.863636364,1.54,6.083333333,NA,NA,NA
Formicinae,Camponotus.hova_fulvus,1.486486486,3.265306122,2.53164557,4.912280702,NA,NA,NA
Formicinae,Camponotus.hyatti,1.172413793,2.302325581,1.722222222,3.811320755,NA,NA,NA
Formicinae,Camponotus.immaculatus,1.25,2.052631579,2.295081967,4.596491228,NA,NA,NA
Formicinae,Camponotus.tortuganus,1.384615385,2.964285714,1.707317073,3.955555556,NA,NA,2
Formicinae,Camponotus.laevigatus,1.898305085,4.378378378,2.708333333,5.727272727,1000,NA,NA
Formicinae,Camponotus.lateralis,1.484848485,2.151515152,1.524590164,3.1,1000,NA,NA
Formicinae,Camponotus.macilentus,1.191489362,2.52,1.655172414,2.639175258,NA,NA,NA
Formicinae,Camponotus.maculatus,1.396825397,3.037037037,2.755102041,5.043103448,NA,NA,2
Formicinae,Camponotus.christi_maculiventris,0.289655172,1.891891892,1.5625,3.523809524,NA,NA,NA
Formicinae,Camponotus.niveosetosus_madagascarensis,1.340425532,2.46875,1.5,3.225806452,NA,NA,NA
Formicinae,Camponotus.maritimus,2.059701493,3.8,2.470588235,4.4375,NA,NA,NA
Formicinae,Camponotus.mayri,1.787878788,2.761904762,1.973684211,3.74025974,NA,NA,NA
Formicinae,Camponotus.modoc,1.929824561,3.875,2.6,5.076923077,16825.25,1.2,NA
Formicinae,Camponotus.nearcticus,1.194444444,2.136363636,1.480519481,3.214285714,69,NA,NA
Formicinae,Camponotus.nitens,1.428571429,2.724137931,1.717391304,3.588957055,NA,NA,NA
Formicinae,Camponotus.nitidior,1.305555556,2.264705882,1.325301205,2.929577465,NA,NA,NA
Formicinae,Camponotus.niveosetosus,1.25,1.972222222,1.604938272,2.935064935,NA,NA,NA
Formicinae,Camponotus.overbecki,1.416666667,2.137931034,1.262295082,2.558139535,NA,NA,NA
Formicinae,Camponotus.planus,1.441176471,1.972972973,1.702702703,1.76744186,NA,NA,NA
Formicinae,Camponotus.putatus,1.651162791,2.703703704,1.857142857,3.909090909,NA,NA,NA
Formicinae,Camponotus.quadrimaculatus,1.316455696,2.055555556,2.451923077,4.153846154,NA,NA,NA
Formicinae,Camponotus.quadrimaculatus_sellaris,1.333333333,2.035714286,4.366197183,7.662337662,NA,NA,NA
Formicinae,Camponotus.reaumuri,0.968253968,1.555555556,1.4,2.863636364,NA,NA,NA
Formicinae,Camponotus.reburrus,1,2,1.111111111,2.75,NA,NA,1
Formicinae,Camponotus.rectithorax,1.448275862,2.172413793,1.19047619,2.795454545,NA,NA,NA
Formicinae,Camponotus.repens,0.9375,1.613636364,1.277777778,2.619047619,NA,NA,NA
Formicinae,Camponotus.roeseli,2.24,3.909090909,3.8,6.315789474,NA,NA,NA
Formicinae,Camponotus.sansabeanus,2.578947368,2.96,2.638297872,4.642857143,NA,NA,NA
Formicinae,Camponotus.semitestaceus,2.130434783,3.459459459,2.565217391,5.488372093,NA,NA,NA
Formicinae,Camponotus.sexguttatus,1.083333333,1.944444444,1.340909091,2.615384615,NA,NA,NA
Formicinae,Camponotus.strangulatus,1.875,2.96,0.666666667,2.804347826,NA,NA,NA
Formicinae,Camponotus.thomasseti,0.692307692,1.525423729,1.225806452,2.339622642,NA,NA,NA
Formicinae,Camponotus.variegatus_ambonensis,1.638297872,2.117647059,2.031746032,4.264150943,NA,NA,NA
Formicinae,Camponotus.vicinus,2.037037037,3.631578947,2.846153846,5.304347826,21678.86,9.25,2
Formicinae,Camponotus.voeltzkowii,1.463414634,2.40625,2.333333333,3.714285714,NA,NA,NA
Formicinae,Camponotus.conspicuus_zonatus,1.388888889,2.444444444,2.258064516,4.254545455,NA,NA,NA
Myrmicinae,Cardiocondyla.emeryi,0.357142857,0.738095238,0.361904762,0.734177215,50,NA,1
Myrmicinae,Carebara.diversa,2.050632911,3.627906977,2.863636364,5.11627907,175600,NA,4
Myrmicinae,Carebara.grandidieri,0.835820896,2.80952381,0.9375,1.954545455,NA,NA,NA
Myrmicinae,Carebara.longii,1.210526316,2.12195122,1.530864198,2.518518519,NA,NA,NA
Myrmicinae,Carebara.nosindambo,1.215686275,1.377358491,0.888888889,1.637681159,NA,NA,NA
Myrmicinae,Carebara.tahitiensis,0.779220779,1.475,0.6875,1.47,NA,NA,NA
Myrmicinae,Carebara.vidua,3.663366337,5.595238095,4.595744681,6.468085106,NA,1,NA
Myrmicinae,Carebara.yanoi,1.152542373,2.032258065,2.02173913,4.21875,NA,NA,NA
Myrmicinae,Cataulacus.ebrardi,0.963302752,1.461538462,1.015873016,1.830985915,NA,NA,NA
Myrmicinae,Cataulacus.latus,1.580645161,2.363636364,1.377777778,2.512195122,NA,NA,NA
Myrmicinae,Cataulacus.oberthueri,1.71641791,3.168539326,2.483870968,3.787878788,NA,NA,NA
Myrmicinae,Cataulacus.porcatus,0.837837838,1.423076923,0.923076923,1.460526316,NA,NA,NA
Myrmicinae,Cataulacus.wasmanni,1.542372881,2.2,1.837209302,2.537037037,NA,NA,NA
Ponerinae,Centromyrmex.alfaroi,1.702702703,3.074074074,1.797752809,3.013333333,NA,NA,NA
Myrmicinae,Cephalotes.alfaroi,2,2.765957447,3.571428571,5.148514851,NA,NA,NA
Myrmicinae,Cephalotes.cordiventris,1.882352941,2.631578947,2.84375,3.548387097,NA,NA,NA
Myrmicinae,Cephalotes.depressus,1.296296296,2.052631579,2.298507463,2.769230769,NA,NA,NA
Myrmicinae,Cephalotes.jamaicensis,1.068493151,1.534246575,1.674418605,2.318181818,NA,NA,NA
Myrmicinae,Cephalotes.maculatus,0.740384615,1.026315789,1.132352941,1.656716418,NA,NA,NA
Myrmicinae,Cephalotes.placidus,2.051282051,3.181818182,3.245283019,4.35483871,NA,NA,NA
Myrmicinae,Cephalotes.pusillus,2.189189189,3,2.305555556,2.926829268,NA,NA,NA
Myrmicinae,Cephalotes.umbraculatus,1.25,2.046153846,2.258064516,3.023255814,NA,NA,NA
Myrmicinae,Cephalotes.varians,0.984375,1.55,1.511627907,2.11627907,1000,NA,2
Myrmicinae,Monomorium.antarcticum,0.706521739,1.363636364,1.25,2.314814815,NA,NA,NA
Dolichoderinae,Chronoxenus.wroughtonii,0.580882353,0.825842697,0.423529412,1.118644068,NA,NA,NA
Formicinae,Camponotus.impressus,0.777777778,1.640449438,1.009345794,2.254901961,250,NA,2
Myrmicinae,Crematogaster.agnetis,0.936363636,1.336065574,0.82,1.833333333,NA,NA,NA
Myrmicinae,Crematogaster.ashmeadi,0.936170213,1.575,1.234567901,2.571428571,10000,NA,NA
Myrmicinae,Monomorium.smithii,1.075268817,1.595744681,1.446078431,2.772020725,NA,NA,NA
Myrmicinae,Crematogaster.cerasi,0.981481481,1.409836066,1.25862069,2.372881356,NA,NA,1
Myrmicinae,Crematogaster.chiarinii,1.166666667,2.068965517,1.414634146,3.13253012,NA,NA,NA
Myrmicinae,Crematogaster.curvispinosa,0.547169811,0.778301887,0.609756098,1.373493976,NA,NA,2
Myrmicinae,Crematogaster.degeeri,0.6875,1.121794872,0.952380952,2.172413793,NA,NA,NA
Myrmicinae,Crematogaster.dentata,0.619047619,0.94375,1.229166667,2.416666667,NA,NA,NA
Myrmicinae,Crematogaster.emeryana,0.945054945,1.43877551,1.06557377,2.096774194,NA,NA,NA
Myrmicinae,Crematogaster.fritzi,0.421348315,0.664556962,0.606382979,1.276595745,NA,NA,NA
Myrmicinae,Crematogaster.hazolava,0.673913043,1.018518519,1.075471698,2.145454545,NA,NA,NA
Myrmicinae,Crematogaster.hezaradjatica,0.928571429,1.267857143,0.866666667,1.245614035,NA,NA,NA
Myrmicinae,Crematogaster.hova,0.714285714,1.21686747,1.301204819,2.771084337,NA,NA,NA
Myrmicinae,Crematogaster.kelleri,0.778688525,1.154411765,1.416666667,2.833333333,NA,NA,NA
Myrmicinae,Crematogaster.laeviuscula,0.988636364,1.520833333,1.185185185,2.346938776,NA,NA,NA
Myrmicinae,Crematogaster.madagascariensis,0.672131148,1.10483871,0.979591837,2.549019608,NA,NA,NA
Myrmicinae,Crematogaster.mafybe,0.979591837,1.431578947,1.518987342,3.375,NA,NA,NA
Myrmicinae,Crematogaster.maina,0.650684932,0.915492958,0.955882353,1.736842105,NA,NA,NA
Myrmicinae,Crematogaster.mutans,1.173076923,1.953846154,1.367346939,2.736842105,NA,NA,NA
Myrmicinae,Crematogaster.nigriceps,0.8359375,1.310077519,1.129032258,2.25862069,NA,1.3,NA
Myrmicinae,Crematogaster.nocturna,1.012658228,2.192771084,1.071428571,2.904761905,NA,NA,NA
Myrmicinae,Crematogaster.oscaris,0.714285714,1.310679612,0.772151899,1.630952381,NA,NA,NA
Myrmicinae,Crematogaster.overbecki,0.563380282,0.916030534,1.008547009,1.6,NA,NA,NA
Myrmicinae,Crematogaster.pilosa,0.935483871,1.226415094,0.931034483,1.763636364,NA,NA,NA
Myrmicinae,Crematogaster.popohana_amia,0.92,1.435897436,1.232323232,2.509433962,NA,NA,NA
Myrmicinae,Crematogaster.pygmaea,0.579487179,0.717948718,1.276595745,2.265306122,190,70.48,2
Myrmicinae,Crematogaster.ranavalonae,0.704225352,1.164285714,0.880952381,1.849315068,NA,NA,NA
Myrmicinae,Crematogaster.rasoherinae,0.5,0.882352941,0.819444444,1.458333333,NA,NA,2
Myrmicinae,Crematogaster.schencki,0.911764706,1.461538462,1.402439024,2.658227848,NA,NA,NA
Myrmicinae,Crematogaster.schmidti,1,1.542553191,1.536585366,2.872340426,NA,NA,NA
Myrmicinae,Crematogaster.sewellii,0.720338983,1.1015625,1.173076923,2.111111111,NA,NA,NA
Myrmicinae,Crematogaster.solenopsides_flavida,0.4375,0.809278351,0.738636364,1.358974359,NA,NA,NA
Myrmicinae,Crematogaster.tavaratra,0.776923077,1.06557377,1.244897959,2.20754717,NA,NA,NA
Myrmicinae,Crematogaster.tricolor,0.86746988,1.352941176,0.923076923,2.3125,NA,NA,NA
Myrmicinae,Crematogaster.volamena,0.823529412,1.318181818,1.341176471,2.821052632,NA,NA,2
Ponerinae,Cryptopone.gilva,0.634615385,1.119402985,0.68,1.479591837,NA,NA,NA
Dorylinae,Cylindromyrmex.brevitarsus,0.7,1.571428571,0.927835052,2.446428571,NA,NA,NA
Dorylinae,Cylindromyrmex.godmani,1.346938776,3.096774194,1.35483871,3.93220339,NA,NA,NA
